"Address","Street","Site ID","Latitude","Longitude","Inspection Date","Remote ID","Site Comments","Site Last Changed By","Site Change Date","Site Change Time","Species","Diameter","Aldermanic District","ArchivedSites_Remote_ID","Condition","DRG Updated","Forestry District","Grate","Growthspace Size","Overhead Utilities","Parcel Number","Primary Maintenance","Property Use","Solid Waste District SubArea","Status","TIF","TRAQ-Consequence","TRAQ-Likelihood of Failure","TRAQ-Likelihood of Failure and Impact","TRAQ-Likelihood of Impacting Target","TRAQ-Risk Rating","Terrace Support System","Tree Guard","Utilities Present"
809,"Acacia Ln",623236,43.0593180368,-89.3166505845,"12/21/2023","KySc20231221111733","","Kyle Schansberg (DRG)","12/21/2023","11:18:13","Pear  Callery Spp. (Pyrus calleryana)",4,15,"","Good","Yes","12","N/A","Open","Present","071021213138","Unassigned",,"1-45","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
809,"Acacia Ln",623238,43.0593124102,-89.3168285587,"12/21/2023","KySc20231221111834","","Kyle Schansberg (DRG)","12/21/2023","11:18:52","Linden 'American Sentry' (Tilia americana 'McSentry')",2,15,"","Good","Yes","12","N/A","Open","Not Present","071021213138","Unassigned",,"1-45","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4609,"Academy Dr",620776,43.0777191491,-89.3024696583,"12/8/2023","NaPa20231208123235","","Nathan Paulus (DRG)","12/8/2023","12:32:46","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010315200","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4610,"Academy Dr",451497,43.0778327598,-89.3026171084,"10/8/2009","Tree_048309","","Nathan Paulus (DRG)","12/7/2023","14:41:33","Norway Maple (Acer platanoides)",21,16,"77072","Fair","Yes","20","N/A","7'-8'","Not Present","071010313022","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4610,"Academy Dr",451515,43.0778304259,-89.3024492689,"10/8/2009","Tree_048336","","Nathan Paulus (DRG)","12/7/2023","14:42:10","Norway Maple (Acer platanoides)",25,16,"77071","Fair","Yes","20","N/A","7'-8'","Not Present","071010313022","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4613,"Academy Dr",451491,43.0777157693,-89.3022080333,"10/8/2009","Tree_048315","","Nathan Paulus (DRG)","12/8/2023","12:31:54","Norway Maple (Acer platanoides)",15,16,"77075","Fair","Yes","20","N/A","7'-8'","Not Present","071010315193","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4614,"Academy Dr",451471,43.077830278,-89.3023079276,"10/8/2009","Tree_048311","","Nathan Paulus (DRG)","12/7/2023","14:42:41","Norway Maple (Acer platanoides)",19,16,"77070","Fair","Yes","20","N/A","7'-8'","Not Present","071010313030","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4614,"Academy Dr",451502,43.0778365904,-89.3021518502,"10/8/2009","Tree_048325","","Nathan Paulus (DRG)","12/7/2023","14:43:10","Norway Maple (Acer platanoides)",14,16,"77069","Fair","Yes","20","N/A","7'-8'","Not Present","071010313030","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4617,"Academy Dr",451504,43.0777285417,-89.302037221,"10/8/2009","Tree_048337","","Nathan Paulus (DRG)","12/8/2023","12:31:19","Norway Maple (Acer platanoides)",14,16,"77076","Fair","Yes","20","N/A","7'-8'","Not Present","071010315185","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4617,"Academy Dr",620775,43.0777272739,-89.3018903867,"12/8/2023","NaPa20231208123002","","Nathan Paulus (DRG)","12/8/2023","12:30:35","American Basswood (Tilia americana)",2,16,"","Good","Yes","20","N/A","7'-8'","Not Present","071010315185","Unassigned",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4618,"Academy Dr",451508,43.0778406289999,-89.3018868259,"10/8/2009","Tree_048328",,"Brandon Sly","12/22/2023","16:22:19","Swamp White Oak (Quercus bicolor)",1.5,16,"77068","Unassigned","N/A","20","N/A","6'-7'","Unassigned","071010313048","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4621,"Academy Dr",451474,43.0777432273,-89.3016337784,"10/8/2009","Tree_048308","","Nathan Paulus (DRG)","12/8/2023","12:29:52","Norway Maple (Acer platanoides)",23,16,"77078","Fair","Yes","20","N/A","7'-8'","Not Present","071010315177","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4622,"Academy Dr",620628,43.0778439154,-89.3016490027,"12/7/2023","NaPa20231207144349","","Nathan Paulus (DRG)","12/7/2023","14:45:51","Bald Cypress (Taxodium distichum)",5,16,"","Good","Yes","20","N/A","7'-8'","Not Present","071010313056","Unassigned",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4701,"Academy Dr",451516,43.0777450128,-89.3012804215,"10/8/2009","Tree_048322","","Nathan Paulus (DRG)","12/8/2023","12:28:41","Norway Maple (Acer platanoides)",13,16,"77080","Fair","Yes","20","N/A","7'-8'","Not Present","071010315169","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4701,"Academy Dr",451525,43.0777430286,-89.3014453238,"10/8/2009","Tree_048342","","Nathan Paulus (DRG)","12/8/2023","12:29:19","Norway Maple (Acer platanoides)",11,16,"77079","Good","Yes","20","N/A","7'-8'","Not Present","071010315169","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4702,"Academy Dr",451490,43.0778616093,-89.3013125825,"10/8/2009","Tree_048324","","Nathan Paulus (DRG)","12/7/2023","14:49:05","Norway Maple (Acer platanoides)",24,16,"77065","Fair","Yes","20","N/A","7'-8'","Not Present","071010313064","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4702,"Academy Dr",460895,43.0778526651,-89.3014744512,"10/8/2012","Tree_057715","","Nathan Paulus (DRG)","12/7/2023","14:47:32","Linden 'American Sentry' (Tilia americana 'McSentry')",7,16,"110007","Good","Yes","20","N/A","7'-8'","Not Present","071010313064","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4705,"Academy Dr",620773,43.0777510234,-89.3010278966,"12/8/2023","NaPa20231208122728","","Nathan Paulus (DRG)","12/8/2023","12:27:43","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010315151","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4706,"Academy Dr",451512,43.0778570027,-89.3010387418,"10/8/2009","Tree_048340","","Nathan Paulus (DRG)","12/7/2023","14:49:43","Norway Maple (Acer platanoides)",13,16,"77063","Fair","Yes","20","N/A","7'-8'","Not Present","071010313072","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4709,"Academy Dr",451475,43.0777530705,-89.3007356502,"10/8/2009","Tree_048313","","Nathan Paulus (DRG)","12/8/2023","12:27:04","Silver Maple (Acer saccharinum)",45,16,"77082","Fair","Yes","20","N/A","7'-8'","Present","071010315143","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4710,"Academy Dr",451496,43.0778697765,-89.3008708724,"10/8/2009","Tree_048327","","Nathan Paulus (DRG)","12/7/2023","14:50:13","Norway Maple (Acer platanoides)",13,16,"77062","Fair","Yes","20","N/A","7'-8'","Not Present","071010313080","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4710,"Academy Dr",451500,43.077867462,-89.3007236463,"10/8/2009","Tree_048326","","Nathan Paulus (DRG)","12/7/2023","14:50:46","Norway Maple (Acer platanoides)",21,16,"77061","Fair","Yes","20","N/A","7'-8'","Not Present","071010313080","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4713,"Academy Dr",451477,43.0777658524,-89.3005766158,"10/8/2009","Tree_048331","","Nathan Paulus (DRG)","12/8/2023","12:25:57","Norway Maple (Acer platanoides)",17,16,"77083","Fair","Yes","20","N/A","7'-8'","Present","071010315135","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4713,"Academy Dr",451479,43.0777700292,-89.3004440993,"10/8/2009","Tree_048323","","Nathan Paulus (DRG)","12/8/2023","12:21:31","Norway Maple (Acer platanoides)",9,16,"77084","Good","Yes","20","N/A","7'-8'","Present","071010315135","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4714,"Academy Dr",451518,43.0778780351,-89.3005175008,"10/8/2009","Tree_048341","","Nathan Paulus (DRG)","12/7/2023","14:51:37","White Ash (Fraxinus americana)",21,16,"77060","Fair","Yes","20","N/A","7'-8'","Not Present","071010313098","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4717,"Academy Dr",451483,43.0777741172,-89.3002291333,"10/8/2009","Tree_048320","","Nathan Paulus (DRG)","12/8/2023","12:20:31","Ironwood (Ostrya virginiana)",5,16,"77085","Good","Yes","20","N/A","7'-8'","Not Present","071010315127","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4717,"Academy Dr",461563,43.0777760059,-89.3000555022,"9/6/2013","Tree_058400","","Nathan Paulus (DRG)","12/8/2023","12:20:00","Linden 'American Sentry' (Tilia americana 'McSentry')",7,16,"112299","Good","Yes","20","N/A","7'-8'","Not Present","071010315127","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4718,"Academy Dr",451480,43.0778840847,-89.3001170194,"10/8/2009","Tree_048314","","Nathan Paulus (DRG)","12/7/2023","14:52:33","Norway Maple (Acer platanoides)",11,16,"77059","Fair","Yes","20","N/A","7'-8'","Not Present","071010313105","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4721,"Academy Dr",620763,43.0775022782,-89.2997033584,"12/8/2023","NaPa20231208121739","","Nathan Paulus (DRG)","12/8/2023","12:18:00","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010315119","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4721,"Academy Dr",620767,43.0776054013,-89.2997007914,"12/8/2023","NaPa20231208121835","","Nathan Paulus (DRG)","12/8/2023","12:18:44","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010315119","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4721,"Academy Dr",620771,43.0777778978,-89.2998916003,"12/8/2023","NaPa20231208121927","","Nathan Paulus (DRG)","12/8/2023","12:19:34","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010315119","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4722,"Academy Dr",451484,43.0778860578,-89.2999432823,"10/8/2009","Tree_048332","","Nathan Paulus (DRG)","12/7/2023","14:53:03","Norway Maple (Acer platanoides)",17,16,"77058","Fair","Yes","20","N/A","7'-8'","Not Present","071010313113","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4726,"Academy Dr",620631,43.0778882893,-89.2997896866,"12/7/2023","NaPa20231207145318","","Nathan Paulus (DRG)","12/7/2023","14:53:36","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010313121","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4802,"Academy Dr",620635,43.0778989141,-89.2995774867,"12/7/2023","NaPa20231207145412","","Nathan Paulus (DRG)","12/7/2023","14:54:22","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010313139","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4805,"Academy Dr",451499,43.0777987748,-89.2990659589,"10/8/2009","Tree_048346","","Nathan Paulus (DRG)","12/8/2023","12:09:04","Norway Maple (Acer platanoides)",15,16,"77094","Fair","Yes","20","N/A","7'-8'","Not Present","071010314260","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4806,"Academy Dr",620640,43.0779007891,-89.2992292392,"12/7/2023","NaPa20231207145439","","Nathan Paulus (DRG)","12/7/2023","14:54:45","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010313147","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4809,"Academy Dr",460893,43.0778043693,-89.2987437858,"10/8/2012","Tree_057721","","Nathan Paulus (DRG)","12/8/2023","12:07:50","Hackberry (Celtis occidentalis)",8,16,"110008","Fair","Yes","20","N/A","7'-8'","Not Present","071010314252","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4809,"Academy Dr",620759,43.0778028972,-89.2989187321,"12/8/2023","NaPa20231208120758","","Nathan Paulus (DRG)","12/8/2023","12:08:28","American Basswood (Tilia americana)",2,16,"","Good","Yes","20","N/A","7'-8'","Not Present","071010314252","Unassigned",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4810,"Academy Dr",620644,43.0779120388,-89.2989751127,"12/7/2023","NaPa20231207145516","","Nathan Paulus (DRG)","12/7/2023","14:55:23","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010313155","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4813,"Academy Dr",451503,43.0778176364,-89.2985417774,"10/8/2009","Tree_048344","","Nathan Paulus (DRG)","12/8/2023","12:07:12","Green Ash (Fraxinus pennsylvanica)",21,16,"77097","Fair","Yes","20","N/A","7'-8'","Not Present","071010314244","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4814,"Academy Dr",451488,43.0779257389,-89.2987035154,"10/8/2009","Tree_048330","","Nathan Paulus (DRG)","12/7/2023","14:56:05","Green Ash (Fraxinus pennsylvanica)",28,16,"77055","Fair","Yes","20","N/A","7'-8'","Not Present","071010313163","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4817,"Academy Dr",460900,43.0778185219,-89.2983018122,"10/8/2012","Tree_057728","","Nathan Paulus (DRG)","12/8/2023","12:06:29","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",7,16,"110009","Good","Yes","20","N/A","7'-8'","Not Present","071010314236","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4818,"Academy Dr",451478,43.0779234118,-89.2985474548,"10/8/2009","Tree_048307","","Nathan Paulus (DRG)","12/7/2023","14:56:37","Green Ash (Fraxinus pennsylvanica)",29,16,"77054","Fair","Yes","20","N/A","7'-8'","Not Present","071010313171","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4821,"Academy Dr",620754,43.0778228968,-89.298073355,"12/8/2023","NaPa20231208120540","","Nathan Paulus (DRG)","12/8/2023","12:05:49","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010314228","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4822,"Academy Dr",451494,43.0779296748,-89.2983501518,"10/8/2009","Tree_048334","","Nathan Paulus (DRG)","12/7/2023","14:57:14","Green Ash (Fraxinus pennsylvanica)",25,16,"77053","Fair","Yes","20","N/A","7'-8'","Not Present","071010313189","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4822,"Academy Dr",451520,43.0779209094,-89.2982294388,"10/8/2009","Tree_048318","","Nathan Paulus (DRG)","12/7/2023","14:57:43","Green Ash (Fraxinus pennsylvanica)",22,16,"77052","Fair","Yes","20","N/A","7'-8'","Not Present","071010313189","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4825,"Academy Dr",453789,43.0778297453,-89.2977643734,"10/8/2009","Tree_050616","","Nathan Paulus (DRG)","12/8/2023","12:05:06","Sycamore (Platanus occidentalis)",21,16,"77100","Good","Yes","20","N/A","7'-8'","Not Present","071010314210","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4826,"Academy Dr",451495,43.0779314213,-89.2979702913,"10/8/2009","Tree_048317","","Nathan Paulus (DRG)","12/7/2023","14:58:28","Red Maple (Acer rubrum)",9,16,"77051","Good","Yes","20","N/A","7'-8'","Not Present","071010313197","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4902,"Academy Dr",451472,43.0779440561,-89.2976787475,"10/8/2009","Tree_048304","","Nathan Paulus (DRG)","12/7/2023","14:59:06","Green Ash (Fraxinus pennsylvanica)",29,16,"77050","Fair","Yes","20","N/A","7'-8'","Not Present","071010313204","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4909,"Academy Dr",451514,43.0778462625,-89.2970752973,"10/8/2009","Tree_048350","","Nathan Paulus (DRG)","12/8/2023","12:03:05","Green Ash (Fraxinus pennsylvanica)",17,16,"77102","Fair","Yes","20","N/A","7'-8'","Not Present","071010314195","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4909,"Academy Dr",620750,43.0778522711,-89.2970654054,"12/8/2023","NaPa20231208120319","","Nathan Paulus (DRG)","12/8/2023","12:03:45","Eastern Redcedar (Juniperus virginiana)",2,16,"","Good","Yes","20","N/A","7'-8'","Not Present","071010314195","Unassigned",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4910,"Academy Dr",451549,43.0779562421,-89.2969778999,"10/8/2009","Tree_048339","","Nathan Paulus (DRG)","12/7/2023","15:01:24","Green Ash (Fraxinus pennsylvanica)",23,16,"77048","Fair","Yes","20","N/A","7'-8'","Not Present","071010313220","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4910,"Academy Dr",620648,43.0779539128,-89.2971157964,"12/7/2023","NaPa20231207150002","","Nathan Paulus (DRG)","12/7/2023","15:00:35","Swamp White Oak (Quercus bicolor)",3,16,"","Good","Yes","20","N/A","7'-8'","Not Present","071010313220","Unassigned",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4913,"Academy Dr",451513,43.0778782507,-89.2967189325,"10/8/2009","Tree_048345","","Nathan Paulus (DRG)","12/8/2023","12:02:07","Green Ash (Fraxinus pennsylvanica)",26,16,"77104","Fair","Yes","20","N/A","7'-8'","Not Present","071010314187","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4913,"Academy Dr",451523,43.0778568806,-89.2969162648,"10/8/2009","Tree_048343","","Nathan Paulus (DRG)","12/8/2023","12:02:34","Green Ash (Fraxinus pennsylvanica)",21,16,"77103","Fair","Yes","20","N/A","7'-8'","Not Present","071010314187","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4917,"Academy Dr",620746,43.0778985548,-89.2965751209,"12/8/2023","NaPa20231208120108","","Nathan Paulus (DRG)","12/8/2023","12:01:30","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010314179","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4918,"Academy Dr",620651,43.0780101613,-89.2965570603,"12/7/2023","NaPa20231207150208","","Nathan Paulus (DRG)","12/7/2023","15:02:16","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010313246","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4921,"Academy Dr",451505,43.0779059265999,-89.2963684648,"10/8/2009","Tree_048348",,"Nathan Paulus (DRG)","10/3/2023","07:31:23","Green Ash (Fraxinus pennsylvanica)",25,16,"77106","Unassigned","N/A","20","N/A","6'-7'","Unassigned","071010314161","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4921,"Academy Dr",451521,43.0779122149999,-89.296197663,"10/8/2009","Tree_048353",,"Nathan Paulus (DRG)","10/3/2023","07:31:23","Green Ash (Fraxinus pennsylvanica)",25,16,"77107","Unassigned","N/A","20","N/A","6'-7'","Unassigned","071010314161","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4921,"Academy Dr",462034,43.0778261672,-89.2959113475,"11/4/2016","Tree_058858","0","Nathan Paulus (DRG)","12/7/2023","16:55:25","Elm 'New Horizon' (Ulmus 'New Horizon')",9,16,"113478","Good","Yes","20","N/A","7'-8'","Not Present","071010314161","Unassigned","Single family","1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
4921,"Academy Dr",620697,43.077696139,-89.2959045597,"12/7/2023","NaPa20231207165448","","Nathan Paulus (DRG)","12/7/2023","16:54:57","Vacant (Vacant)",0,16,"","N/A","Yes","20","N/A","7'-8'","Not Present","071010314161","Plant Tree",,"1-69","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
